id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
Burton-Mullins,ZH,"['Involved in one or more of the following activities: canning of seafood, including soup; smoking, salting, and drying of seafood; eviscerating of fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing of fresh shellfish; processing of marine fats and oils; freezing of seafood; operation of floating factory ships that are in the gathering and processing of seafood into canned seafood products']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Bahía de Plata Snapper S.p.A. Transportation,Faraluna,['Fish and other related seafood products'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Guinea Gulf  Navigation AG Industrial,Kethilim,"['Screws, screw accessories and anchors to tools, chemical-technical products and personal protection equipment']",['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,1.0,1.0,1.0,0.707106690085642,1
Ltd S.A. de C.V.,Faraluna,['Fish and seafood products'],['Unknown'],{'Company': 1},1,1,0,2,1,0,['Company'],0,1,0.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Stichting S.A. de C.V.,Marebak,['Fish and fish products'],['Unknown'],{'Company': 1},1,1,0,4,4,0,['Company'],3,1,0.0,0.0005640157924421,0.0008459043791598,0.0727810104368707,7.806509112002762e-10,1
Madhya Pradesh   Co Forwading,Gavanovia,"['Fish, crustaceans and molluscs']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,0.0001410039481105,0.0,0.0678290310548313,1.221765651818598e-09,1
Gaines Inc,ZH,"['Fresh salmon fillets, smoked Norwegian and Irish salmon, fried tilapia loin, grilled butter fish, fried salmon, salmon carpaccio, fish mix, salmon rolls, cod fish']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],1,0,0.0,1.0,0.0,1.0,0.7071067811865476,1
Scottish Lobster AG Transit,Calabrand,"['Clams, crabs, lobsters, mussels, oysters, sea urchins, and shrimp']",['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,1.0,1.0,1.0,0.707106878039843,1
Telangana   GmbH & Co. KG Import,Valtalmo,"['Drydocking, repair, upgrade and conversion of ships, as well as the fabrication of marine structures']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Rodriguez PLC,ZH,"['Fish and seafoods, such as yellow fin tuna, fresh fillets, and frozen fillets', 'Unknown']","['Unknown', 'None']","{'Company': 1, 'Beneficial Owner': 5, 'Company Contacts': 1}",7,1,0,2,2,0,"['Company', 'Beneficial Owner', 'Company Contacts']",1,1,0.0,1.0,1.0,1.0,0.707106690085642,1
Harmon-Morris,ZH,['Fish and fish products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Sparrman's bream S.A. de C.V.,Puerto del Mar,['Unknown'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Ochoa and Sons,ZH,"['Unknown', 'Frozen Patagonian scallops']","['Unknown', 'None']","{'Company': 1, 'Company Contacts': 1}",2,1,0,1,1,0,"['Company', 'Company Contacts']",1,0,0.0,1.0,0.0,1.0,0.7071067811865476,1
Portuguese Sea Bass Company,Faraluna,['Processing and preserving fish and fish products'],['Unknown'],{'Company': 1},1,1,0,2,1,0,['Company'],0,1,0.0,0.0666666666666666,0.0,0.3333333333333333,0.0721379245645702,1
shí rén yú Shipping Dry dock,Faraluna,['Fish and seafood products'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Lake Manyara   Limited Liability Company,Faraluna,['Fishing and fish processing activities'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Playa de Arena & Son's,Faraluna,"['Catching, processing and distribution of frozen seafood products']",['Unknown'],{'Company': 1},1,1,0,36,18,0,['Company'],17,1,0.0,0.0025380710659898,0.0126778253689352,0.0762244601842198,6.2343242917533085e-09,1
Delhi   Ltd. Liability Co,Oceanus,"['Sushi toppings, snow crab, salmon, sole, halibut, and black cod']",['Unknown'],{'Company': 1},1,1,0,3,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Okavango Delta  Krill Inc Worldwide,Isliandor,"['Beach slippers, athletic shoes, beach sandals, boots, canvas shoes, climbing shoes, footholds, house slippers, work shoes, gaiters, galoshes, shower sandals, and school shoes']",['Unknown'],{'Company': 1},1,1,0,5,5,0,['Company'],4,1,0.0,1.0,1.0,1.0,0.7071064011232681,1
Samaka S.A. de C.V.,Kethilim,"['Ham, bacon and sausages; and a wide palette of convenience products such as pasta, pizza, sandwiches, poultry products, fish and seafood, and ready-to-serve dishes; Tasty succulent chewing strips, sticks and small sausages, tasty Snackies, Crocs and 5-Corn biscuits']",['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,0.6666666666666666,0.6666666666666666,0.75,0.6015008315175004,1
Huber Group,ZH,['Commercial fishing activities'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Punjab s Cargo Anchor,Ariuzima,['Fish and seafood products'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Gujarat   Tide NV Solutions,Isla Solmar,"['Canned fish (light tuna, low sodium product range, snack foods, salads, mussels, squid, sardines and salmon; tuna, light tuna, mackerel, squid, baby squid, mussels, angunagas, ratatatouille with tuna and Russian salad)']",['Unknown'],{'Company': 1},1,1,0,6,6,0,['Company'],6,0,0.0,0.0008460236886632,0.0073108886704729,0.0543869201450931,4.017124656733383e-13,1
Middleton Group,ZH,['Industrial spicers and seals'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Hall-Watson,ZH,"['Wide range of parts of aluminum and zinc, such as vehicle parts, gear boxes, manual and pneumatic tools, motor products, freezing equipment and fire accessories']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
"Leach, Lindsey and Collins",ZH,['Canned and cured fish and seafoods'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Saltwater Sisters Company Marine,Faraluna,['Finfish fishing'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Balkan Anchovy Ltd. Corporation,Faraluna,['Marine fishing activities'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Niger River Delta  Aquamarine,Faraluna,"['Canned and cured fish and seafoods, as well as other related products']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,0.2,0.0,0.4166666666666667,0.2049100877734121,1
Bahía del Sol Limited Liability Company,Faraluna,"['Unknown', 'Harvests a wide variety of aquatic animals, ranging from tuna, cod and salmon to shrimp, krill, lobster, clams, squid and crab; Seafood processing, such as canning of seafood (including soup); smoking, salting, and drying seafood; eviscerating fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing fresh shellfish; processing marine fats and oils; and freezing a variety of seafood']",['Unknown'],{'Company': 2},2,1,0,2,2,0,['Company'],0,2,0.0,1.0,1.0,1.0,0.707106690085642,1
Uttar Pradesh Sea  GmbH,Faraluna,['Domestic and imported fresh and frozen seafood'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Salt WaterCo Pic Transit,Puerto del Mar,['Catching and processing of fish and sea food products'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Skeleton Coast  OJSC Holdings,Faraluna,"['Captures, industrialises and commercializes mainly white fish sea frozen (hake, hoki, grenadier, brotola, mero, seabass), shrimps and squid illex argentinus; Produces other species such as Kingklip, Illex, Brotola, Mero, Redfish, Southern Blue Whitting, Savorin, Pampanito, Sole, Skate wings Seabass, Salmon del ma']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,0.0001410039481105,0.0,0.0747147628027517,8.446637929070041e-07,1
Icelandic Oysters _ BV United,Faraluna,['Commercial marine fishing'],['Unknown'],{'Company': 1},1,1,0,4,4,0,['Company'],3,1,0.0,1.0,1.0,1.0,0.7071069290249942,1
"Gutierrez, King and Glenn",ZH,"['Canned and cured fish and seafoods, as well as other related products']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Playa del Tesoro SRL,Puerto del Mar,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Green Valley Fish  Limited Liability Company Delivery,Puerto del Mar,['Fish and fish products'],['Unknown'],{'Company': 1},1,1,0,4,4,0,['Company'],3,1,0.0,0.0005640157924421,0.0008459043791598,0.0827992014290217,6.764114000828252e-07,1
Mar y Luna Ltd. Liability Co Enterprises,Puerto del Mar,"['Packaged frozen food, dairy products, poultry products, fish and seafood, meat products, and fresh fruits and vegetables, and other dry goods']",['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,1.0,1.0,1.0,0.707106690085642,1
"Fisher, Smith and Graham",ZH,['Fish and seafood products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Isla del Tesoro Co,Puerto del Mar,"['Fresh and frozen seafood products which carry a broad array of imported and domestically seafood items that are distributed to grocery stores, supermarkets, wholesalers and food service providers; Squid, shrimps, lobsters, marlin, prawn, crab, freshwater fish, and other seafood products']",['Unknown'],{'Company': 1},1,1,0,7,7,0,['Company'],6,1,0.0,0.7777777777777777,0.9166666666666666,0.8181818181818182,0.6838099425848003,1
Mar del Este NV,Puerto del Mar,['Canned and cured fish and seafoods'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Costa de la Felicidad Ltd,Puerto del Mar,"['Diverse range of fish-based foods, including fishmeal, fish oil, canned fish, and frozen seafood products']",['Unknown'],{'Company': 1},1,1,0,10,10,0,['Company'],9,1,0.0,1.0,1.0,1.0,0.7071060283964234,1
Branch-Henderson,ZH,"['Hake, giant squid, scallops, pelagics, tuna, cod and salmon to shrimp, krill, lobster, clams, squid and crab']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Mar de la Vida Inc,Puerto del Mar,"['Canning, processing and manufacturing of seafood and other aquatic products']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Coral Cove LC Hull,Puerto del Mar,['Fish and seafood products'],['Unknown'],{'Company': 1},1,1,0,5,5,0,['Company'],4,1,0.0,0.2777777777777778,0.4052287581699346,0.4285714285714285,0.1057010165332298,1
OceanFront Delights N.V. Transport,Puerto del Mar,['Shipping equipment and fishing tackle'],['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,0.000282007896221,0.0008457850696564,0.0512179797352437,3.603200804152551e-15,1
Turkish Calamari Kga Overseas,Puerto del Mar,"['Fillets, canned seafood, retail packs, portions, laminated blocks, and whole-frozen fish']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Turkish Calamari Plc ship,Puerto del Mar,['Frozen sea products'],['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,0.000282007896221,0.000282007896221,0.0773551771904756,5.162301792050887e-09,1
Cook-Clark,ZH,['Fish and seafoods products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Bu yu wang Sp,Oceanus,"['Wild alaska salmon, crab, pollock, halibut, pacific cod, black cod/sablefish, fish rope, farm raised atlantic salmon and trout, rockfish, perch, ling cod and sole']",['Unknown'],{'Company': 1},1,1,0,2,1,0,['Company'],0,1,0.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Spence-Ayala,ZH,['Fish and related fish products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Rift Valley fishery Delivery,Icarnia,['Unknown'],['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,0.6000000000000001,0.7000000000000001,0.625,0.6014982337968757,1
Diao yu bi sai  Transportation,Faraluna,['Processing and marketing of seafood'],['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,0.2727272727272727,0.3454545454545454,0.44,0.3689282029601737,1
Kilimanjaro fishery Sea spray Plc Marine conservation,Sol y Oceana,['Unknown'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Rift Valley fishery SRL,Oceanus,"['Pressure sensitive adhesive tapes, pistol grip tape dispenser, multi-roll tape and label dispenser, label protection tape dispenser, stretch film dispenser, heat sealers and shrink film systems, strapping tools, hand held tape dispenser, produce bag sealer, and reloc bags']",['Unknown'],{'Company': 1},1,1,0,5,5,0,['Company'],4,1,0.0,0.4545454545454546,0.6181818181818182,0.5,0.371761398725276,1
Sparrman's bream N.V. Solutions,Osterivaria,['Unknown'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Surf's Up s Snapper,Isliandor,['Natural aquatic food and frozen prepared food'],['Unknown'],{'Company': 1},1,1,0,4,4,0,['Company'],3,1,0.0,1.0,1.0,1.0,0.7071069290249942,1
Hamilton-Arnold,ZH,"['Alaska pollock, Albacore tuna, American lobster, Atlantic salmon, halibut, king crab, king salmon, seabass, shark, snowcrab, sockeye salmon, catfish, chum salmon, clams, lingcog, mahi, mussels, oysters, spiny lobster, squid, surimi,cod, coho salmon, cold water shrimp. Dungeness crab, Pacific rockfish, Pacific whiting, pink salmon, sable fish, swordfish, tilapia, trout, warm watershrimp, flounder scallops and yellowfin tuna']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
"Wright, Elliott and Austin",ZH,"['Rubber and plastics footwear with vulcanized rubber or plastics soles, molded or cemented to rubber, plastics, or fabric upper, and rubber and plastics protective footwear; Offers athletic shoes, beach sandals, boots, and canvas shoes, as well as climbing shoes, galoshes, protective footwear, sandals, shower sandals, and water shoes, among many others']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Situhu S.A. de C.V.,Gavanovia,['Fish and seafood products'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Group and Son's Dry dock,Oceanus,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],1,0,0.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Rift Valley fishery Estuary Plc and Son's,Coralmarica,['Unknown'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Peterson-Harris,ZH,['Fish and other seafood products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Caracola del Mar Co,Islavaria,['Fishing and marine farming business'],['Unknown'],{'Company': 1},1,1,0,7,7,0,['Company'],6,1,0.0,0.0009870276367738,0.0019731803371893,0.0823091117997284,2.4670327422915216e-05,1
Iphimedeia GmbH & Co. KG Marine conservation,Oceanus,['Erector of internal floating roofs and perimeter seal systems for above-ground storage tanks and covers for API separator basins source: freelance researcher'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Balkan Cat Plc Worldwide,Sirenareef,"['Soft drinks, artificially carbonated waters and other non-alcoholic beverages']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
WaveWorx Abalone N.V. Family,Ariuzima,['Live and frozen West Coast rock lobster; Live and tailed South Coast lobster'],['Unknown'],{'Company': 1},1,1,0,22,22,0,['Company'],21,1,0.0,0.003102086858432,0.0501757033714361,0.0779452009627749,3.1750800631717436e-10,1
SaltwaterSatisfactions S.A. de C.V. Overseas,Anderia del Mar,"['Cadmium pigments, composite blended pigments, ""dypol"" pigment dispersions, cabot carbon blacks, ultra marine pigments, three tex optical, zinc oxide, zinc phosphate, metallic stearates, zinc dust, heubach products, and ceramic materials']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Luangwa River   SRL Solutions,Oceanus,['Fish and sea food products'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Wilson-Moran,ZH,"['Fresh, pasteurised, frozen and organic seafood products source: freelance researcher']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
hǎi dǎn A/S Carriers,Oceanus,"['Shrimp, scallops, crab and lobster']",['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,0.0588235294117647,0.0,0.25,0.0199154379440855,1
Olson Ltd,ZH,"[""Athletic shoes, vinyl upper athletic footwear, golf shoes, dress shoes, ballet shoes, beach sandals, boots, canvas shoes, climbing shoes, footholds, house slippers, work shoes, infant's shoes, gaiters, galoshes, shower sandals, school shoes, and water shoes""]",['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,1.0,1.0,1.0,0.707106690085642,1
Medina PLC,ZH,"['Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99', 'Unknown']","['Unknown', 206336526.227, 'None']","{'Company': 1, 'Beneficial Owner': 2}",3,0,0,0,0,206336526,"['Company', 'Beneficial Owner']",0,0,206336526.0,0.0,0.0,0.0,0.0,1
Hudson-Abbott,ZH,"['Solid white and chunk light albacore tuna; Canned red and pink salmon; shrimp in all sizes; crab in a variety of cuts; whole and smoked oysters; whole, chopped, minced, and smoked clams; sardines in a variety of flavors; mackerel; and scallops']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Sparrman's bream Tidal LC Carriers,Marifada,['Unknown'],['Unknown'],{'Company': 1},1,1,0,6,3,0,['Company'],2,1,0.0,0.0004230118443316,0.0005639760226077,0.067834221274235,1.2609074026761571e-09,1
Carpenter-Gilbert,ZH,"['Fish; live, ornamental, freshwater']",[308249623.227],{'Beneficial Owner': 1},1,0,0,0,0,308249623,['Beneficial Owner'],0,0,308249623.0,0.0,0.0,0.0,0.0,1
"Patterson, Chambers and Byrd",ZH,"['Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99']",[136376306.227],{'Company': 1},1,0,0,0,0,136376306,['Company'],0,0,136376306.0,0.0,0.0,0.0,0.0,1
"Carter, Schmidt and Mitchell",ZH,"['Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99']",[192637437.227],{'Beneficial Owner': 1},1,0,0,0,0,192637437,['Beneficial Owner'],0,0,192637437.0,0.0,0.0,0.0,0.0,1
